Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator Cores,Rmax,Rpeak,Effeciency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
1,,"K computer, SPARC64 VIIIfx 2.0GHz, Tofu interconnect",RIKEN Advanced Institute for Computational Science (AICS),Fujitsu,Japan,2011,Research,705024,0,10510000.0,11280384.0,93.17,11870208,0,12659.89,830.18,Cluster,SPARC64 VIIIfx 8C 2.00GHz,Sparc,2000,Linux,Linux,None,8,SPARC64 VIIIfx,K computer,Fujitsu Cluster,Custom Interconnect,Custom,Eastern Asia,Asia
2,Tianhe-1A,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050",National Supercomputing Center in Tianjin,NUDT,China,2010,Research,186368,100352,2566000.0,4701000.0,54.58,3600000,1000000,4040.0,635.15,MPP,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon X56xx (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Eastern Asia,Asia
3,Jaguar,Cray XT5-HE Opteron 6-core 2.6 GHz,DOE/SC/Oak Ridge National Laboratory,Cray Inc.,United States,2009,Research,224162,0,1759000.0,2331000.0,75.46,5474272,0,6950.0,253.09,MPP,Opteron Six Core 6C 2.60GHz,AMD x86_64,2600,Linux,Linux,None,6,Opteron Six Core,Cray XT5-HE,Cray XT,Proprietary Network,Proprietary,North America,Americas
4,Nebulae,"Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050",National Supercomputing Centre in Shenzhen (NSCS),Dawning,China,2010,Research,120640,64960,1271000.0,2984300.0,42.59,2359296,0,2580.0,492.64,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2050,6,Xeon X56xx (Westmere-EP),Dawning TC3600 Blade System,Dawning Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
6,Cielo,"Cray XE6, Opteron 6136 8C 2.40GHz, Custom",DOE/NNSA/LANL/SNL,Cray Inc.,United States,2011,Research,142272,0,1110000.0,1365811.2,81.27,0,0,3980.0,278.89,MPP,Opteron 6136 8C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,8,Opteron 8 Core,Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
7,Pleiades,"SGI Altix ICE 8200EX/8400EX, Xeon HT QC 3.0/Xeon 5570/5670 2.93 Ghz, Infiniband",NASA/Ames Research Center/NAS,SGI,United States,2011,Research,111104,0,1088000.0,1315328.0,82.72,3344040,0,4102.0,265.24,MPP,Xeon E5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",SGI Altix ICE 8200EX/8400EX,SGI Altix,Infiniband,Infiniband,North America,Americas
8,Hopper,"Cray XE6, Opteron 6172 12C 2.10GHz, Custom",DOE/SC/LBNL/NERSC,Cray Inc.,United States,2010,Research,153408,0,1054000.0,1288627.2,81.79,4537344,0,2910.0,362.2,MPP,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
9,Tera-100,Bull bullx super-node S6010/S6030,Commissariat a l'Energie Atomique (CEA),Bull SA,France,2010,Research,138368,0,1050000.0,1254550.0,83.7,4926336,0,4590.0,228.76,Cluster,Xeon X7560 8C 2.26GHz,Intel Nehalem,2260,Linux,Linux,None,8,Xeon 75xx (Nehalem-EX),bullx super-node S6010/S6030,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
10,Roadrunner,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Voltaire Infiniband",DOE/NNSA/LANL,IBM,United States,2009,Research,122400,110160,1042000.0,1375776.0,75.74,2249343,0,2345.0,444.35,Cluster,PowerXCell 8i 9C 3.20GHz,Power,3200,Linux,Linux,IBM PowerXCell 8i,9,PowerXCell 8i,BladeCenter QS22 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas
12,HERMIT,"Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect",HWW/Universitaet Stuttgart,Cray Inc.,Germany,2011,Industry,113472,0,831400.0,1043942.4,79.64,3555552,0,,,MPP,Opteron 6276 16C 2.30GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,Opteron 6200 Series,Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Western Europe,Europe
13,JUGENE,Blue Gene/P Solution,Forschungszentrum Juelich (FZJ),IBM,Germany,2009,Research,294912,0,825500.0,1002701.0,82.33,0,0,2268.0,363.98,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Europe,Europe
14,Sunway Blue Light,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR",National Supercomputing Center in Jinan,National Research Center of Parallel Computer Engineering & Technology,China,2011,Research,137200,0,795900.0,1070160.0,74.37,3375120,0,1074.0,741.06,Cluster,ShenWei processor SW1600 16C 975MHz,Others,975,Linux,Linux,None,16,ShenWei,Sunway BlueLight MPP,Sunway BlueLight MPP,Infiniband,Infiniband QDR,Eastern Asia,Asia
15,Zin,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR",Lawrence Livermore National Laboratory,Appro International,United States,2011,Research,46208,0,773700.0,961126.4,80.5,3260400,1630200,924.16,837.19,Cluster,Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5,Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
16,Tianhe-1A Hunan Solution,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050",National Super Computer Center in Hunan,NUDT,China,2011,Research,53248,28672,771700.0,1342750.72,57.47,2200000,0,1155.07,668.1,MPP,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon X56xx (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Eastern Asia,Asia
17,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",DOE/NNSA/LLNL,IBM,United States,2011,Research,65536,0,677104.0,838861.0,80.72,2719743,0,340.5,1988.56,MPP,Power BQC 16C 1.60GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
20,Gaea C2,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect",NOAA/Oak Ridge National Laboratory,Cray Inc.,United States,2011,Research,77824,0,565700.0,715981.0,79.01,0,0,972.0,582.0,MPP,Opteron 6276 16C 2.30GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,Opteron 6200 Series,Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
22,BlueGene/L,eServer Blue Gene Solution,DOE/NNSA/LLNL,IBM,United States,2007,Research,212992,0,478200.0,596378.0,80.18,2456063,0,2329.0,205.32,MPP,PowerPC 440 2C 700MHz,Power,700,CNK/SLES 9,Mixed,None,2,PowerPC 440,BlueGene/L,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
23,Intrepid,Blue Gene/P Solution,DOE/SC/Argonne National Laboratory,IBM,United States,2007,Research,163840,0,458611.0,557056.0,82.33,0,0,1260.0,363.98,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
24,Red Sky,"Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband",Sandia National Laboratories / National Renewable Energy Laboratory,Sun Microsystems,United States,2010,Research,42440,0,433500.0,497396.0,87.15,2504421,0,,,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,CentOS,Linux,None,4,Xeon X55xx (Nehalem-EP),Sun Blade x6275,Sun Blade System,Infiniband,Infiniband,North America,Americas
26,Dawn,Blue Gene/P Solution,DOE/NNSA/LLNL,IBM,United States,2009,Research,147456,0,415700.0,501350.0,82.92,2958335,0,1134.0,366.58,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
27,Bull Benchmarks SuperComputer II,"Bullx B510, Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz, Infiniband QDR",Bull,Bull SA,France,2011,Vendor,20480,0,360868.0,442368.0,81.58,2568384,0,,,Cluster,Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,None,8,Intel Xeon E5,Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
29,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM - Rochester,IBM,United States,2011,Vendor,32768,0,339834.0,419430.4,81.02,1949695,0,170.25,1996.09,MPP,Power BQC 16C 1.60GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
30,Raptor,Cray XE6 8-core 2.4 GHz,Air Force Research Laboratory - ARFL DSRC,Cray Inc.,United States,2010,Research,42712,0,336300.0,410035.2,82.02,0,0,,,MPP,Opteron 6136 8C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,8,Opteron 8 Core,Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
31,Haeon,Cray XE6 12-core 2.1 GHz,Korea Meteorological Administration,Cray Inc.,"Korea, South",2010,Research,45120,0,316400.0,379008.0,83.48,0,0,1711.6,184.86,MPP,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,Cray XE6,Cray XE,Custom Interconnect,Custom,Eastern Asia,Asia
32,Haedam,Cray XE6 12-core 2.1 GHz,Korea Meteorological Administration,Cray Inc.,"Korea, South",2010,Research,45120,0,316400.0,379008.0,83.48,0,0,1711.6,184.86,MPP,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,Cray XE6,Cray XE,Custom Interconnect,Custom,Eastern Asia,Asia
34,Monte Rosa,"Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect",Swiss Scientific Computing Center (CSCS),Cray Inc.,Switzerland,2011,Research,47872,0,297000.0,402124.8,73.86,0,0,,,MPP,Opteron 6272 16C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,16,Opteron 6200 Series,Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Western Europe,Europe
35,,Cray XE6 12-core 2.2 GHz,Government,Cray Inc.,United States,2010,Classified,45504,0,295500.0,400435.0,73.79,0,0,,,MPP,Opteron 6174 12C 2.20GHz,AMD x86_64,2200,Linux,Linux,None,12,Opteron 12 Core,Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
36,JUROPA,"Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation",Forschungszentrum Juelich (FZJ),Bull SA,Germany,2009,Research,26304,0,274800.0,308282.88,89.14,0,0,1549.0,177.4,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,SUSE Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),NovaScale R422-E2/Sun Blade 6048 system,Sun-Bull-ParTec Cluster,Infiniband,Infiniband QDR Sun M9 / Mellanox / ParTec,Western Europe,Europe
37,TachyonII,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition",KISTI Supercomputing Center,Sun Microsystems,"Korea, South",2009,Research,26232,0,274800.0,307439.04,89.38,0,0,1275.0,215.53,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,CentOS,Linux,None,4,Xeon X55xx (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,Eastern Asia,Asia
38,Franklin,Cray XT4 QuadCore 2.3 GHz,DOE/SC/LBNL/NERSC,Cray Inc.,United States,2008,Research,38642,0,266300.0,355506.0,74.91,1612399,0,1150.0,231.57,MPP,Opteron Quad Core 4C 2.30GHz,AMD x86_64,2300,CNL,Linux,None,4,Opteron Quad Core,Cray XT4 QuadCore,Cray XT,Proprietary Network,XT4 Internal Interconnect,North America,Americas
40,,"HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband",Airbus,Hewlett-Packard,France,2011,Industry,24192,0,243900.0,296110.0,82.37,0,0,,,Cluster,Xeon X5675 6C 3.06GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL260c G6,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Western Europe,Europe
42,Amazon EC2 Cluster Compute Instances,"Amazon EC2 Cluster, Xeon 8C 2.60GHz, 10G Ethernet",Amazon Web Services,Self-made,United States,2011,Industry,17024,0,240090.0,354099.2,67.8,2691392,0,,,Cluster,Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Amazon EC2 Cluster,NOW - Intel,Gigabit Ethernet,10G Ethernet,North America,Americas
45,Luna,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR",Los Alamos National Laboratory,Appro International,United States,2011,Research,14080,0,236100.0,292864.0,80.62,1569456,784728,281.6,838.42,Cluster,Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5,Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
46,Mustang,"Xtreme-X 1320H-LANL, Opteron 12 Core 2.30 GHz, Infiniband QDR",Los Alamos National Laboratory,Appro International,United States,2011,Research,37056,0,230600.0,340915.0,67.64,2240000,1120000,540.4,426.72,Cluster,Opteron 6176 12C 2.30GHz,AMD x86_64,2300,RHEL 6.1,Linux,None,12,Opteron 12 Core,Xtreme-X 1320H-LANL,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
49,Tup,Cray XT6 12-core 2.1 GHz,INPE (National Institute for Space Research),Cray Inc.,Brazil,2010,Research,30720,0,205100.0,258048.0,79.48,0,0,,,MPP,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,Cray XT6,Cray XT,Custom Interconnect,Custom,South America,Americas
50,Sandia/Cray Red Storm,Cray XT3/XT4,Sandia National Laboratories,Cray Inc.,United States,2009,Research,38208,0,204200.0,284000.0,71.9,0,0,2506.0,81.48,MPP,Opteron Dual Core 2C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,2,Opteron Dual Core,Cray XT3/XT4,Cray XT,Proprietary Network,Proprietary,North America,Americas
51,Gaea,"Cray XT6-HE, Opteron 6100 12C 2.1GHz",NOAA/Oak Ridge National Laboratory,Cray Inc.,United States,2010,Research,30912,0,194400.0,259660.8,74.87,2624384,0,610.0,318.69,MPP,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,Cray XT6-HE,Cray XT,Custom Interconnect,Custom,North America,Americas
52,,"BX900 Xeon X5570 2.93GHz , Infiniband QDR",Japan Atomic Energy Agency (JAEA),Fujitsu,Japan,2009,Research,17072,0,191400.0,200080.0,95.66,2401344,0,831.0,230.32,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),Fujitsu Cluster,Fujitsu Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
55,,"Power 775, POWER7 8C 3.83GHz, Custom",ECMWF,IBM,United Kingdom,2011,Research,8192,0,185100.0,251396.1,73.63,1433088,0,501.47,369.11,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Northern Europe,Europe
56,,"Power 775, POWER7 8C 3.84 GHz, Custom",Environment Canada,IBM,Canada,2011,Research,8192,0,185100.0,251396.1,73.63,1433088,0,501.47,369.11,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,North America,Americas
57,,"Power 775, POWER7 8C 3.84 GHz, Custom",Environment Canada,IBM,Canada,2011,Research,8192,0,185100.0,251396.1,73.63,1433088,0,501.47,369.11,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,North America,Americas
58,Magic Cube,"Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008",Shanghai Supercomputer Center,Dawning,China,2008,Research,30720,0,180600.0,233472.0,77.35,0,0,,,Cluster,Opteron Quad Core 4C 1.90GHz,AMD x86_64,1900,Windows HPC 2008,Windows,None,4,Opteron Quad Core,Dawning 5000A,Dawning Cluster,Infiniband,Infiniband DDR,Eastern Asia,Asia
59,,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, Infiniband",Government,Hewlett-Packard,France,2009,Government,24704,0,179634.4,247040.0,72.71,0,0,,,Cluster,Xeon L5420 4C 2.50GHz,Intel Core,2500,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infinband DDR 4x,Western Europe,Europe
60,ALPS,"Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband",Taiwan National Center for High-performance Computing,Acer Group,Taiwan,2011,Research,26244,0,177100.0,231859.0,76.38,2301696,0,,,Cluster,Opteron 6174 12C 2.20GHz,AMD x86_64,2200,Linux,Linux,None,12,Opteron 12 Core,Acer AR585 F1 Cluster,Acer Group Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
61,Chama,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR",Sandia National Laboratories,Appro International,United States,2011,Research,9936,0,176700.0,206668.8,85.5,1483440,741720,198.72,889.19,Cluster,Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5,Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
62,,"Power 775, POWER7 8C 3.84 GHz, Custom",United Kingdom Meteorological Office,IBM,United Kingdom,2011,Research,7680,0,174900.0,235683.84,74.21,0,0,470.13,372.02,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Northern Europe,Europe
63,,"Power 775, POWER7 8C 3.84 GHz, Custom",United Kingdom Meteorological Office,IBM,United Kingdom,2011,Research,7680,0,174900.0,235683.84,74.21,0,0,470.13,372.02,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Northern Europe,Europe
64,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM - Rochester,IBM,United States,2011,Vendor,16384,0,172494.0,209715.2,82.25,1376255,0,85.12,2026.48,MPP,Power BQC 16C 1.60GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
65,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM Thomas J. Watson Research Center,IBM,United States,2011,Research,16384,0,172494.0,209715.2,82.25,1376255,0,85.12,2026.48,MPP,Power BQC 16C 1.60GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
66,Ivanhoe,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband",EDF R&D,IBM,France,2010,Industry,16320,0,168800.0,191270.4,88.25,1958400,0,510.0,330.98,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,Western Europe,Europe
67,GPC,"iDataPlex, Xeon E55xx QC 2.53 GHz, GigE",SciNet/University of Toronto,IBM,Canada,2009,Research,30240,0,168600.0,306028.8,55.09,0,0,869.0,194.02,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
68,Sierra,"Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR",Lawrence Livermore National Laboratory,Dell,United States,2010,Research,21756,0,166700.0,243667.0,68.41,1973166,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Dell Xanadu 3 Cluster,Dell Xanadu,Infiniband,Infiniband QDR,North America,Americas
69,,Cray XT5 QC 2.4 GHz,Government,Cray Inc.,United States,2009,Government,20960,0,165600.0,201216.0,82.3,0,0,,,MPP,Opteron Quad Core 4C 2.40GHz,AMD x86_64,2400,CNL,Linux,None,4,Opteron Quad Core,Cray XT5 QuadCore,Cray XT,Proprietary Network,XT4 Internal Interconnect,North America,Americas
70,,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR",Vestas Wind Systems A/S,IBM,Denmark,2011,Industry,15672,0,162098.0,183675.84,88.25,0,0,489.75,330.98,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,Northern Europe,Europe
71,,"SGI Altix ICE 8400EX, Xeon X56xx (Westmere-EP) 3.47 GHz, Infiniband QDR",NOAA Environmental Security Computer Center,SGI,United States,2011,Research,27648,0,161800.0,382648.32,42.28,0,0,,,MPP,Xeon X5690 6C 3.47GHz,Intel Nehalem,3470,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),SGI Altix ICE 8400EX,SGI Altix,Infiniband,Infiniband QDR,North America,Americas
73,Diamond,"SGI Altix ICR 8200 Enh. LX, Xeon X5560 2.8Ghz",ERDC DSRC,SGI,United States,2009,Research,15360,0,160200.0,172032.0,93.12,2280600,0,774.0,206.98,MPP,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,SLES10 + SGI ProPack 5,Linux,None,4,Xeon X55xx (Nehalem-EP),SGI Altix ICE 8200 Enhanced LX,SGI Altix,Infiniband,Infiniband DDR,North America,Americas
74,,"Power 775, Power7 3.836 GHz",IBM Poughkeepsie Benchmarking Center,IBM,United States,2011,Vendor,6912,0,159600.0,212115.0,75.24,0,0,423.12,377.2,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,North America,Americas
75,Tera-100 Hybrid,"Bullx B505, Xeon E56xx (Westmere-EP) 2.40 GHz, Infiniband QDR",Commissariat a l'Energie Atomique (CEA),Bull SA,France,2011,Research,7020,5460,154000.0,274560.0,56.09,536576,0,,,Cluster,Xeon E5620 4C 2.40GHz,Intel EM64T,2400,Linux,Linux,NVIDIA 2090,4,Xeon E56xx (Westmere-EP),Bullx B505,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
76,Garnet,Cray XE6 8-core 2.4 GHz,ERDC DSRC,Cray Inc.,United States,2010,Research,20176,0,153000.0,193689.6,78.99,0,0,,,MPP,Opteron 6136 8C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,8,Opteron 8 Core,Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
80,Zeus,"Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect",Cray Inc.,Cray Inc.,United States,2011,Vendor,23104,0,146000.0,194073.6,75.23,0,0,,,MPP,Opteron 6272 16C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,16,Opteron 6200 Series,Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
81,,"Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 2.93 GHz, Infiniband QDR",Government,National Research Center of Parallel Computer Engineering & Technology,China,2011,Research,14280,0,145600.0,167362.0,87.0,1720320,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Sunway 4000H Cluster,Sunway Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
82,,"iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070",CINECA / SCS - SuperComputing Solution,IBM,Italy,2011,Research,10240,7168,142700.0,293171.0,48.67,0,0,160.0,891.88,Cluster,Xeon E5645 6C 2.40GHz,Intel EM64T,2400,Linux,Linux,NVIDIA 2070,6,Xeon E56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,Southern Europe,Europe
84,Encanto,"SGI Altix ICE 8200, Xeon quad core 3.0 GHz",New Mexico Computing Applications Center (NMCAC),SGI,United States,2007,Research,14336,0,133200.0,172032.0,77.43,1800100,0,861.0,154.7,MPP,Xeon 53xx (Clovertown) 4C 3.00GHz,Intel Core,3000,SLES10 + SGI ProPack 5,Linux,None,4,"Xeon 5300-series ""Clovertown""",SGI Altix ICE 8200,SGI Altix,Infiniband,Infiniband,North America,Americas
85,EKA,"Cluster Platform 3000 BL460c, Xeon 53xx 3GHz, Infiniband","Computational Research Laboratories, TATA SONS",Hewlett-Packard,India,2008,Industry,14384,0,132800.0,172608.0,76.94,1850000,250000,786.0,168.96,Cluster,Xeon 53xx (Clovertown) 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5300-series ""Clovertown""",Cluster Platform 3000 BL460c,HP Cluster Platform 3000BL,Infiniband,Infiniband DDR,South-central Asia,Asia
86,Juno,"Appro XtremeServer 1143H, Opteron QC 2.2Ghz, Infiniband",Lawrence Livermore National Laboratory,Appro International,United States,2008,Research,18224,0,131600.0,162200.0,81.13,1854663,0,,,Cluster,Opteron Quad Core 4C 2.20GHz,AMD x86_64,2200,Redhat Linux,Linux,None,4,Opteron Quad Core,Appro XtremeServer 1143H,Appro XtremeServer,Infiniband,Infiniband,North America,Americas
87,,"HP ProLiant SL390s G7 Xeon 6C X5650, Infiniband",eni,Hewlett-Packard,Italy,2011,Industry,15360,0,131200.0,163430.4,80.28,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Southern Europe,Europe
